epoch,resnet50_train_loss,resnet50_valid_loss,resnet50_train_f1,resnet50_valid_f1,efficientnet_b0_train_loss,efficientnet_b0_valid_loss,efficientnet_b0_train_f1,efficientnet_b0_valid_f1,mobilenet_v3_large_train_loss,mobilenet_v3_large_valid_loss,mobilenet_v3_large_train_f1,mobilenet_v3_large_valid_f1
11,0.0754493945694995,0.553938490322658,0.9667352576531447,0.8450592885375494,0.0789358633152162,0.6673048068795885,0.9651836389485982,0.8571605881028865,0.055598100265563805,0.6766801758110523,0.9776997545409917,0.8547873042614583
12,0.058140735090693986,0.5430357791696276,0.9733335712782905,0.8492456953995415,0.07920479168844796,0.6766620170378259,0.9656399449637699,0.8522009391574608,0.049252231745987536,0.7655089671936418,0.9769123824939184,0.8504776467254183
13,0.04992035505603977,0.7854160028908934,0.9741160690221444,0.8515389052903051,0.08235822650338734,0.6222868025090014,0.9684117472061097,0.8484781617311739,0.04643807931074635,0.8139515399081366,0.9781089516849514,0.854648419065597
14,0.06503691928405625,0.8631744371141706,0.968485129692525,0.8373384636963316,0.07559746364690868,0.8001326372208339,0.9652299747236457,0.8382887700534759,0.06170475365163189,0.7180802776930587,0.972470784284938,0.844863445736302
15,0.09067635289842609,0.6681578310845153,0.9616601553796105,0.832041017351552,0.07171869464002113,0.6951752408128232,0.9688942549917616,0.8515675682484763,0.04895304968646998,0.7751801639168324,0.9810009107446727,0.859961968618846
16,0.07018666494030076,0.7084153932971614,0.9700717048068546,0.8302484038843285,0.06851991663944208,0.7520417547492044,0.973262450086642,0.8443821973233738,0.06027929681284351,0.751835362208741,0.972470784284938,0.850140427110381
17,0.06475495631925268,0.7701183046719857,0.9701782118606382,0.8451534274934054,0.05607287667717688,0.6502715683049921,0.9717450242967456,0.8610688828080133,0.047374255336021465,1.1620089965632983,0.9797305108193993,0.8299718065495554
18,0.05551243522693394,0.868318856635264,0.9753005248448252,0.8374881567141235,0.048368293808607896,0.744121565275626,0.9761500794454403,0.8472334139135106,0.043999303852528024,0.7695856483067784,0.9789693060804925,0.854065630455429
19,0.07596520445764596,0.6622132965496608,0.9697021964205471,0.8450592885375494,0.04548275572922931,0.8607733879171844,0.9752838361176781,0.8542154455895439,0.03809896463666115,0.8127182192248957,0.9789269070857043,0.8503104945681976
20,0.050088965865331986,0.6333934156383787,0.9753252836970965,0.8626208398488197,0.05856600352402391,0.826466026105918,0.9737419035644741,0.8438276126251274,0.03973722464164321,0.8156361184235928,0.9821988839425669,0.8457770885764886
21,0.04664891075085977,0.8957668057163911,0.9764793537187944,0.8429882177681473,0.08818619770453633,0.8043905661148685,0.9631779199524907,0.8450592885375494,0.03540583489067976,0.9280448598426301,0.9806125706559501,0.8410545995488412
22,0.04123482519491633,0.7903086392368589,0.9805934742643603,0.8486283121741888,0.06844358191800552,0.7094777417661888,0.9713086847706704,0.8543625049649146,0.04535280919067245,0.7618351009168796,0.9765348924697472,0.8473463459457857
23,0.044605875159738274,0.7656532769543783,0.9818093826278782,0.8457770885764886,0.05741799347021814,0.7246026021953939,0.9737246637958241,0.857304676581785,0.03172874471107018,1.0358239537228031,0.9834042850164002,0.8412834224598931
24,0.034126835809179815,0.7919737908302341,0.9793286437994175,0.8528894631817907,0.04220347438567433,0.7729102562394525,0.9761579211474585,0.852514832793959,0.032136507711926436,1.031260568175598,0.984213832088771,0.8380836574843336
25,0.04095071818145892,0.8653409582388122,0.9789831905612584,0.8435008563160692,0.054460243175455024,0.73710426250007,0.9733509589812585,0.8592540464461647,0.030023217997602117,0.978271766163941,0.9825712094779404,0.8426794577899354
26,0.07813861289056916,0.6693765254179016,0.9671239197107875,0.8280585183889957,0.053729916006580704,0.765635027105787,0.9753416075622348,0.8607631365113759,0.03752302999093303,1.008900271575632,0.9805870517666084,0.8386972885782318
27,0.06482031185386349,0.7029351508617401,0.9679796639245881,0.8305452602758022,0.042936141796104096,0.8352072050143033,0.9789197312521754,0.8407160194174756,0.036657496751313155,0.9653942301912632,0.9806251595177684,0.8394897330228311
28,0.05436986853526988,0.8883259639569692,0.9749332375914654,0.8388273343676502,0.04469024545142513,0.8627133746217338,0.9798113325615594,0.843986543313709,0.03582163613027266,0.8892192362867561,0.9830023557923891,0.8571428571428571
29,0.04190438761996847,0.8462461771184047,0.9822281897679542,0.8545068243227638,0.0521999662992801,0.8090507718692659,0.9773590533084203,0.8670076726342711,0.0338148073636651,1.1184776352026633,0.9826121138181703,0.8402239448751077
30,0.027586033525929022,0.8704002025630325,0.9834042850164002,0.8504776467254183,0.041109256852665,0.9088818091337036,0.9798243869615355,0.8616484440706476,0.041237553314936226,1.2106941380562992,0.9798243869615355,0.8359132599133963
31,0.02790427294692204,0.9012012486079973,0.9830687483600105,0.8501712328767124,0.04235052554289017,1.0572113550840732,0.9797915293858254,0.8429882177681473,0.038133703114833654,0.9688437159439283,0.9810195674932927,0.847172910815537
32,0.027682352770458732,0.8686358494245048,0.9842553936292366,0.8526675590803088,0.06021029622673249,0.8555647881302451,0.9765962888753811,0.8559053596484594,0.0406167554351184,0.9534873777534812,0.9830136702957823,0.8499674257423641
33,0.02416020697552865,0.914478846827655,0.9834317757126406,0.8535994879150919,0.040801715481765095,0.7987640715583361,0.9805741209055876,0.85544159151924,0.028522666142447875,1.0238090291930713,0.9830136702957823,0.8450592885375494
34,0.02774350783346972,0.8310544691061867,0.9854402888249563,0.8585608567170965,0.03565009709323855,0.9224044837030981,0.9826405622065942,0.8657180500658761,0.0337293309468815,0.9273972255862983,0.9809756437992881,0.8481692922920119
35,0.031628893492205726,0.8492146494492356,0.9818033749259922,0.8323353293413174,0.047701738544922725,0.8339100970434291,0.9797781789235505,0.8611618560467666,0.036717936403454735,0.9837625763186121,0.9802183150726307,0.8535994879150919
36,0.08561661611724297,0.7236604820404734,0.9700316576057962,0.8328021879888707,0.04051893499038654,0.8803155618466969,0.9810195674932927,0.854648419065597,0.031211782823131282,0.9036302449181676,0.9846615846182334,0.8615075055354903
37,0.05548562438816124,0.6915545644078935,0.9761500794454403,0.854508127184499,0.04175202059146816,0.949999683541911,0.9810379742284518,0.8565570740178173,0.04437411268290777,0.9399399404436034,0.9797848690253754,0.8536593524217287
38,0.05473005558309607,0.7230647197791509,0.9765735228759397,0.8316896001889801,0.038461626254394504,0.9456713927284415,0.9797981600593109,0.864592094196804,0.04171304037330433,0.8091882286750479,0.9790037858640217,0.847172910815537
39,0.08792011845959383,0.6421421811995762,0.9643739561334492,0.8346424142207525,0.044354054894794825,0.8755534214739289,0.9790037858640217,0.8672633495145632,0.03945080983152643,0.8321728724560151,0.9822165458595263,0.8504574243490499
40,0.04608020251663744,0.6738476503906505,0.9797981600593109,0.8469964836778565,0.044484324994685,0.8986090187213683,0.9789693060804925,0.8574460803970516,0.03311412254491289,0.9432717815839091,0.9838438088799584,0.8429882177681473
