MLP,Augment,Scheduler,BatchSize,WeightDecay,Epoch,TrainLoss,TrainAcc,TrainF1,ValLoss,ValAcc,ValF1
mini,strong,True,16,0.0,1,0.6803731816723013,0.6594343277799303,0.6063591580832959,0.6017017299788339,0.6985714285714286,0.6901615271659324
mini,strong,True,16,0.0,2,0.5643320569277087,0.7311119721038357,0.6868231046931408,0.48880009770393373,0.7957142857142857,0.7563884156729132
mini,strong,True,16,0.0,3,0.49087096400290486,0.7884540875629601,0.7434210526315789,0.44120921986443656,0.84,0.8108108108108107
mini,strong,True,16,0.0,4,0.4429368730872604,0.818674932196823,0.7777777777777778,0.4595734684807914,0.83,0.8
mini,strong,True,16,0.0,5,0.41553185391754016,0.8368849283223557,0.7973038035628309,0.420356719153268,0.8414285714285714,0.8159203980099502
mini,strong,True,16,0.0,6,0.35994623919551294,0.8655559860519179,0.8314715881495871,0.4082950623546328,0.8414285714285714,0.8140703517587938
mini,strong,True,16,0.0,7,0.35051879745174497,0.8655559860519179,0.8314715881495871,0.39955690328563964,0.8671428571428571,0.8371278458844134
mini,strong,True,16,0.0,8,0.3432836581897662,0.872917473847346,0.8390578999018645,0.4232333340389388,0.8357142857142857,0.8111658456486044
mini,strong,True,16,0.0,9,0.3010577078546401,0.8876404494382022,0.8574237954768927,0.40905528166464394,0.8614285714285714,0.8295254833040422
mini,strong,True,16,0.0,10,0.2927989055774601,0.89422704378148,0.8655834564254062,0.4376824898804937,0.8471428571428572,0.8219633943427621
mini,strong,True,16,0.0001,1,0.682122854796642,0.6551724137931034,0.5976491862567813,0.5904125298772539,0.7285714285714285,0.7277936962750716
mini,strong,True,16,0.0001,2,0.5594432293237156,0.75319643549012,0.702753149790014,0.5157454947062902,0.7885714285714286,0.7491525423728814
mini,strong,True,16,0.0001,3,0.47843489767922215,0.8020147229755908,0.7542087542087542,0.43261598910604204,0.8485714285714285,0.8140350877192983
mini,strong,True,16,0.0001,4,0.4357317563800191,0.8120883378535452,0.7655872402126632,0.46211375560079304,0.8128571428571428,0.7656529516994633
mini,strong,True,16,0.0001,5,0.399718615376917,0.8364974815962805,0.7929342492639844,0.3997117505754743,0.84,0.8187702265372168
mini,strong,True,16,0.0001,6,0.3468749610225806,0.8725300271212708,0.8400583373845407,0.39430191499846323,0.86,0.8205128205128205
mini,strong,True,16,0.0001,7,0.34070040213419733,0.8721425803951957,0.8380765456329736,0.389600066116878,0.8557142857142858,0.8212389380530973
mini,strong,True,16,0.0001,8,0.33529535486156836,0.8733049205734211,0.8396272682687593,0.4271755060553551,0.8385714285714285,0.7971274685816877
mini,strong,True,16,0.0001,9,0.3205694954197151,0.88221619527315,0.849802371541502,0.4248900364126478,0.8642857142857143,0.8312611012433393
mini,strong,True,16,0.0001,10,0.30700122917786166,0.8860906625339016,0.85459940652819,0.4115699703352792,0.8571428571428571,0.823321554770318
mini,strong,True,32,0.0,1,0.6969946825379597,0.642386671832623,0.58996001776988,0.7122751893315996,0.6,0.6618357487922706
