MLP,Augment,Scheduler,BatchSize,WeightDecay,Epoch,TrainLoss,TrainAcc,TrainF1,ValLoss,ValAcc,ValF1
mini,none,False,32,0.0,6,0.10912463304950072,0.9690042619139868,0.9603174603174602,0.4840666521021298,0.8557142857142858,0.8193202146690519
mini,none,False,32,0.0,7,0.09190392119507602,0.9678419217357613,0.9585621567648527,0.5192745762850557,0.8585714285714285,0.8272251308900523
mini,none,False,32,0.0,8,0.08046987026797067,0.9736536226268888,0.9659318637274549,0.5754092874484403,0.8528571428571429,0.8157423971377461
mini,none,False,32,0.0,9,0.07151331300120144,0.9759783029833398,0.9689067201604814,0.589933928336416,0.8571428571428571,0.823321554770318
mini,none,False,32,0.0,10,0.07075077679054433,0.974041069352964,0.9664496745117678,0.6681483518651553,0.85,0.8059149722735675
mini,none,False,32,0.0001,1,0.5963972689037589,0.712901975978303,0.6737120211360634,0.5809756343705313,0.6885714285714286,0.706199460916442
mini,none,False,32,0.0001,2,0.34274083215430096,0.877566834560248,0.8512241054613937,0.4562508919409343,0.8128571428571428,0.7968992248062016
mini,none,False,32,0.0001,3,0.22614997309545637,0.9263851220457188,0.9070450097847358,0.4187467323030744,0.8542857142857143,0.8294314381270903
mini,none,False,32,0.0001,4,0.16139011958116758,0.9488570321580783,0.9345238095238096,0.4462046033995492,0.8585714285714285,0.8253968253968254
mini,none,False,32,0.0001,5,0.1242206570414876,0.9651297946532352,0.9554455445544553,0.4783031217753887,0.8671428571428571,0.8371278458844134
mini,none,False,32,0.0001,6,0.10053957544024694,0.9709414955443626,0.9623682890115404,0.4945599179395608,0.8657142857142858,0.8379310344827587
mini,none,False,32,0.0001,7,0.08602396733062945,0.9732661759008137,0.9656203288490283,0.5223564047685691,0.8485714285714285,0.8120567375886525
mini,none,False,32,0.0001,8,0.08650313733460967,0.974041069352964,0.9665835411471322,0.5643624206792031,0.85,0.8211243611584328
mini,none,False,32,0.0001,9,0.08739688586629855,0.9724912824486633,0.9642317380352645,0.5467360388514186,0.8471428571428572,0.8189509306260576
mini,none,False,32,0.0001,10,0.07244924791893355,0.9732661759008137,0.9654827413706855,0.5719877434501957,0.85,0.8252911813643926
mini,none,True,16,0.0,1,0.5778135369794861,0.7291747384734599,0.679798442510307,0.458642446739333,0.8142857142857143,0.7975077881619939
mini,none,True,16,0.0,2,0.36245334305443627,0.8694304533126695,0.8377467501203658,0.4382981949193137,0.8371428571428572,0.8155339805825242
mini,none,True,16,0.0,3,0.2485475226203308,0.9221232080588919,0.9013254786450662,0.4305114975571632,0.8442857142857143,0.8050089445438282
mini,none,True,16,0.0,4,0.20957862867813895,0.9349089500193724,0.9169139465875371,0.41823345237544607,0.8528571428571429,0.823327615780446
mini,none,True,16,0.0,5,0.15475055528028858,0.9504068190623789,0.9361914257228314,0.5114207191126687,0.8442857142857143,0.8007312614259596
mini,none,True,16,0.0,6,0.11242441066310924,0.9659046881053855,0.9560000000000001,0.5021641551756433,0.85,0.8148148148148149
mini,none,True,16,0.0,7,0.09792466837507216,0.9728787291747385,0.9651394422310757,0.5245016169122287,0.8485714285714285,0.8140350877192983
mini,none,True,16,0.0,8,0.11034050852591472,0.9682293684618365,0.959122632103689,0.5209109091652291,0.85,0.8154657293497364
mini,none,True,16,0.0,9,0.07891748936797056,0.9744285160790391,0.9669007021063191,0.5756280958173531,0.8485714285714285,0.8184931506849316
mini,none,True,16,0.0,10,0.0836841068102472,0.9728787291747385,0.965,0.5974524798789727,0.8428571428571429,0.808362369337979
mini,none,True,16,0.0001,1,0.5830660013901269,0.722200697404107,0.6811916407292131,0.4979986144815172,0.7885714285714286,0.7797619047619049
mini,none,True,16,0.0001,2,0.34409489951730465,0.877566834560248,0.8492366412213741,0.4077019534792219,0.8371428571428572,0.8143322475570033
mini,none,True,16,0.0001,3,0.23671832234995258,0.9213483146067416,0.9012165450121655,0.45238084337541035,0.8528571428571429,0.8189806678383128
mini,none,True,16,0.0001,4,0.1969345826273138,0.9372336303758233,0.919563058589871,0.45739935052181996,0.8528571428571429,0.8227194492254734
mini,none,True,16,0.0001,5,0.14675959869670757,0.95273149941883,0.9393034825870648,0.506585213765502,0.8485714285714285,0.8178694158075601
mini,none,True,16,0.0001,6,0.12261219150056583,0.9569934134056567,0.9451309935739002,0.46996902176844224,0.8557142857142858,0.8261617900172116
mini,none,True,16,0.0001,7,0.09124552171297749,0.969391708640062,0.960519740129935,0.5021223909833602,0.8685714285714285,0.8408304498269896
mini,none,True,16,0.0001,8,0.0798129390424326,0.9767531964354901,0.97002997002997,0.5482251829866852,0.8571428571428571,0.8257839721254355
mini,none,True,16,0.0001,9,0.09833704872242313,0.9713289422704379,0.9630369630369631,0.5433644510912043,0.8642857142857143,0.8353552859618716
mini,none,True,16,0.0001,10,0.07991904888341059,0.9744285160790391,0.9670658682634731,0.5737827337799327,0.8585714285714285,0.8241563055062167
mini,none,True,32,0.0,1,0.5978439548873754,0.7214258039519567,0.679161088799643,0.5309339049884251,0.7428571428571429,0.7421203438395416
mini,none,True,32,0.0,2,0.3437699538383868,0.8795040681906238,0.8515513126491647,0.4082274242809841,0.8357142857142857,0.8111658456486044
mini,none,True,32,0.0,3,0.22629994864682734,0.9302595893064703,0.9121093750000001,0.4029953361834799,0.8728571428571429,0.8478632478632478
mini,none,True,32,0.0,4,0.15571991208448563,0.9523440526927548,0.9393790044356826,0.44258620168481555,0.8642857142857143,0.8324514991181658
mini,none,True,32,0.0,5,0.12864975483437832,0.9597055404881829,0.9479479479479479,0.4528119551283973,0.8528571428571429,0.8239316239316239
mini,none,True,32,0.0,6,0.099362545653583,0.9690042619139868,0.960356788899901,0.4809222768566438,0.8628571428571429,0.8333333333333333
mini,none,True,32,0.0,7,0.07695852299731445,0.9763657497094149,0.9696063776781265,0.5103432456457189,0.8428571428571429,0.808362369337979
mini,none,True,32,0.0,8,0.07331597680894962,0.9771406431615652,0.9705147426286856,0.4999016486427614,0.8528571428571429,0.8239316239316239
mini,none,True,32,0.0,9,0.06664776975409507,0.978690430065866,0.9724310776942355,0.5363879183892692,0.8442857142857143,0.8117443868739207
mini,none,True,32,0.0,10,0.06755231864712859,0.9755908562572646,0.9684842421210604,0.5532002994418144,0.8557142857142858,0.8224956063268893
mini,none,True,32,0.0001,1,0.6373072791958632,0.689267725687718,0.6485539000876425,0.5750100581986564,0.7157142857142857,0.7307171853856562
mini,none,True,32,0.0001,2,0.369357505125484,0.8694304533126695,0.8415608838740011,0.40238259145191735,0.8614285714285714,0.8391376451077944
mini,none,True,32,0.0001,3,0.24806703757011164,0.9232855482371174,0.903976721629486,0.4121768939495087,0.85,0.8217317487266552
mini,none,True,32,0.0001,4,0.1741379428884402,0.948082138705928,0.9342492639842984,0.42644378525870186,0.8614285714285714,0.8341880341880342
mini,none,True,32,0.0001,5,0.13989148246530692,0.9573808601317318,0.9455984174085065,0.46405127133641927,0.8514285714285714,0.8175438596491228
mini,none,True,32,0.0001,6,0.1004952576367927,0.9686168151879117,0.9597215315763301,0.5025437568340982,0.8485714285714285,0.8166089965397925
mini,none,True,32,0.0001,7,0.09319143011987048,0.9709414955443626,0.9623682890115404,0.5228020508800234,0.8514285714285714,0.8175438596491228
mini,none,True,32,0.0001,8,0.07308355831721179,0.9767531964354901,0.9700897308075772,0.5373154139518738,0.8485714285714285,0.8140350877192983
mini,none,True,32,0.0001,9,0.07079610050140264,0.9755908562572646,0.9685157421289355,0.5695854522074972,0.8571428571428571,0.824561403508772
mini,none,True,32,0.0001,10,0.0758472202372431,0.9736536226268888,0.9660339660339661,0.571483986888613,0.8571428571428571,0.8239436619718309
mini,medium,False,16,0.0,1,0.6058348034158875,0.7024409143742736,0.6543654365436543,0.5082766153131213,0.7728571428571429,0.7527216174183515
mini,medium,False,16,0.0,2,0.41608340277869493,0.8291359938008523,0.7947882736156351,0.4240118030139378,0.8414285714285714,0.8159203980099502
mini,medium,False,16,0.0,3,0.3323305773381714,0.8810538550949244,0.8511875908870576,0.42839466363191603,0.8357142857142857,0.8111658456486044
mini,medium,False,16,0.0,4,0.30312229855168654,0.8926772568771794,0.8637481554353172,0.4018825770701681,0.8471428571428572,0.8213689482470785
mini,medium,False,16,0.0,5,0.2717043262123715,0.9050755521115846,0.8800783162016642,0.42923018668379104,0.85,0.8161120840630472
mini,medium,False,16,0.0,6,0.22968051132537837,0.9256102285935683,0.9044776119402984,0.4296077059315784,0.8471428571428572,0.8145580589254766
mini,medium,False,16,0.0,7,0.2198593444033955,0.9240604416892677,0.9035433070866141,0.4584615470256124,0.8442857142857143,0.8021778584392014
mini,medium,False,16,0.0,8,0.20356519001253534,0.9302595893064703,0.9101796407185628,0.43037392101117544,0.8585714285714285,0.8266199649737302
mini,medium,False,16,0.0,9,0.19315422794838277,0.9287098024021697,0.9087301587301588,0.46832424485789875,0.86,0.8237410071942446
mini,medium,False,16,0.0,10,0.18687526608612684,0.936458736923673,0.9186507936507936,0.4638616849056312,0.8585714285714285,0.8222621184919211
mini,medium,False,16,0.0001,1,0.6227792911823292,0.6927547462223944,0.6492702344095533,0.4819411446366991,0.8028571428571428,0.7915407854984894
mini,medium,False,16,0.0001,2,0.4328705643161883,0.8256489732661759,0.7910863509749305,0.41408882583890644,0.8485714285714285,0.8153310104529616
mini,medium,False,16,0.0001,3,0.3453191406548554,0.8744672607516466,0.8431752178121975,0.38022032933575767,0.87,0.8417391304347827
mini,medium,False,16,0.0001,4,0.2972956440421972,0.8953893839597056,0.8672566371681415,0.4005714184471539,0.8514285714285714,0.8156028368794328
mini,medium,False,16,0.0001,5,0.27057242156784,0.9120495931809376,0.888888888888889,0.4011374573196684,0.8642857142857143,0.8387096774193548
mini,medium,False,16,0.0001,6,0.23392948527892216,0.9182487407981402,0.8971233544612385,0.45241768172809055,0.8728571428571429,0.8390596745027125
mini,medium,False,16,0.0001,7,0.21428025109460308,0.9271600154978691,0.9076620825147347,0.4557793404268367,0.8471428571428572,0.806509945750452
mini,medium,False,16,0.0001,8,0.20702818007212376,0.9279349089500194,0.9078295341922695,0.4768368896975049,0.85,0.8134991119005328
mini,medium,False,16,0.0001,9,0.1794544373982085,0.9372336303758233,0.9192422731804586,0.5328513357921371,0.8428571428571429,0.7932330827067668
mini,medium,False,16,0.0001,10,0.17878962134821894,0.9349089500193724,0.9165839126117179,0.5018428598716855,0.8542857142857143,0.8165467625899281
mini,medium,False,32,0.0,1,0.6127058078918471,0.7063153816350252,0.6600896860986548,0.5583996755736215,0.7171428571428572,0.723463687150838
mini,medium,False,32,0.0,2,0.41454271326135267,0.837659821774506,0.8057487250811312,0.41629252297537667,0.84,0.8133333333333332
mini,medium,False,32,0.0,3,0.33268137943001047,0.8787291747384735,0.8494468494468495,0.42420390256813595,0.85,0.8186528497409327
mini,medium,False,32,0.0,4,0.2592207019133237,0.9108872530027121,0.887144259077527,0.41862308962004524,0.8471428571428572,0.8207705192629816
mini,medium,False,32,0.0,5,0.23056201732629772,0.9244478884153429,0.9035131123206334,0.36504939649786267,0.8642857142857143,0.8324514991181658
mini,medium,False,32,0.0,6,0.20530301668485992,0.9256102285935683,0.9055118110236221,0.40914332268493514,0.8628571428571429,0.8333333333333333
mini,medium,False,32,0.0,7,0.18029159974596937,0.9395583107322744,0.9223880597014925,0.40301925477172645,0.8714285714285714,0.8404255319148936
mini,medium,False,32,0.0,8,0.17540591531416927,0.936458736923673,0.9192118226600987,0.4435115258714982,0.8628571428571429,0.8267148014440433
mini,medium,False,32,0.0,9,0.1677572507236596,0.9383959705540488,0.920934858279463,0.4405827018379101,0.86,0.8262411347517731
mini,medium,False,32,0.0,10,0.151206172087635,0.948082138705928,0.9335976214073339,0.4560601293402059,0.8671428571428571,0.8293577981651375
mini,medium,False,32,0.0001,1,0.6423733905044372,0.6695079426578845,0.6270222999562746,0.5967802582468306,0.7042857142857143,0.7080394922425953
mini,medium,False,32,0.0001,2,0.4364642053438406,0.8314606741573034,0.7990762124711316,0.4297109273501805,0.8285714285714286,0.8058252427184466
mini,medium,False,32,0.0001,3,0.33248516232502734,0.8841534289035258,0.857551214864221,0.42016746282577516,0.8314285714285714,0.8108974358974359
mini,medium,False,32,0.0001,4,0.26507490672422257,0.9093374660984115,0.8859649122807018,0.4203513501371656,0.8428571428571429,0.8154362416107382
mini,medium,False,32,0.0001,5,0.2500500067150533,0.9132119333591631,0.8913676042677012,0.4340597026688712,0.8442857142857143,0.8104347826086956
mini,medium,False,32,0.0001,6,0.21093210110896227,0.9259976753196435,0.9065100342633382,0.40729900802884783,0.8557142857142858,0.8224956063268893
mini,medium,False,32,0.0001,7,0.19596091406445132,0.934134056567222,0.91600790513834,0.4617097868025303,0.8557142857142858,0.82793867120954
mini,medium,False,32,0.0001,8,0.17475416446923747,0.9352963967454475,0.9178553861288736,0.4455469846725464,0.8557142857142858,0.8199643493761141
mini,medium,False,32,0.0001,9,0.17747545519433064,0.9376210771018985,0.9205722742969906,0.4417367653548718,0.8514285714285714,0.8225255972696245
mini,medium,False,32,0.0001,10,0.16495589091536705,0.945757458349477,0.9304865938430983,0.45570995688438415,0.8657142857142858,0.8327402135231317
mini,medium,True,16,0.0,1,0.6111599741310909,0.7163889965129795,0.6687782805429864,0.47455342394965033,0.8085714285714286,0.7859424920127795
mini,medium,True,16,0.0,2,0.4279858316390471,0.8233242929097249,0.788693234476367,0.4054766123635428,0.8457142857142858,0.815068493150685
mini,medium,True,16,0.0,3,0.33768360155098015,0.8760170476559473,0.8448108632395732,0.4063322537285941,0.8428571428571429,0.8007246376811595
mini,medium,True,16,0.0,4,0.2915624548926089,0.8957768306857807,0.8678132678132677,0.39576787863458907,0.8542857142857143,0.8191489361702128
mini,medium,True,16,0.0,5,0.26205607544066417,0.9031383184812088,0.8767258382642998,0.4051047847526414,0.8714285714285714,0.8351648351648352
mini,medium,True,16,0.0,6,0.20706968446518736,0.9333591631150717,0.9150197628458498,0.3973904024277415,0.8614285714285714,0.8283185840707964
mini,medium,True,16,0.0,7,0.20208377367717634,0.924835335141418,0.9039603960396041,0.40100299314728804,0.8814285714285715,0.8551483420593367
mini,medium,True,16,0.0,8,0.19509058024522086,0.9352963967454475,0.9165417291354323,0.4099232369342021,0.8585714285714285,0.8290155440414507
mini,medium,True,16,0.0,9,0.18837588982485562,0.936458736923673,0.9180819180819181,0.42795169445020814,0.8671428571428571,0.8388214904679375
mini,medium,True,16,0.0,10,0.17665029941534452,0.9414955443626501,0.9246130803794309,0.42689499220677785,0.8628571428571429,0.8260869565217391
mini,medium,True,16,0.0001,1,0.6170722399049838,0.7144517628826036,0.6681674921206664,0.5282522210053036,0.7757142857142857,0.7471819645732689
mini,medium,True,16,0.0001,2,0.43488137309101377,0.8302983339790779,0.7960893854748604,0.4246163353749684,0.8457142857142858,0.8144329896907216
mini,medium,True,16,0.0001,3,0.3297009233793793,0.8795040681906238,0.8496858385693572,0.4226186527950423,0.85,0.8161120840630472
mini,medium,True,16,0.0001,4,0.2938488944296872,0.8946144905075553,0.8658777120315582,0.4018658240778106,0.8428571428571429,0.8035714285714285
mini,medium,True,16,0.0001,5,0.25488536194376776,0.9066253390158853,0.8821515892420537,0.4285960278447185,0.8542857142857143,0.8204225352112675
mini,medium,True,16,0.0001,6,0.2262960696915516,0.9201859744285161,0.8991185112634672,0.43381841673382693,0.8485714285714285,0.8166089965397925
mini,medium,True,16,0.0001,7,0.19384086002725265,0.9345215032932972,0.9162951956414067,0.4429041688995702,0.8614285714285714,0.8226691042047533
mini,medium,True,16,0.0001,8,0.18450939553692008,0.9325842696629213,0.914116485686081,0.44819763941424234,0.8585714285714285,0.8272251308900523
mini,medium,True,16,0.0001,9,0.17352444173660633,0.9422704378148005,0.9259075087021382,0.4650652356871537,0.8514285714285714,0.8225255972696245
mini,medium,True,16,0.0001,10,0.18341901548515682,0.9356838434715227,0.9182266009852216,0.4598930061834731,0.8528571428571429,0.8202443280977312
mini,medium,True,32,0.0,1,0.6436597627061875,0.701278574196048,0.6487471526195899,0.6185847537858146,0.6585714285714286,0.6817576564580561
mini,medium,True,32,0.0,2,0.42293095214567367,0.837659821774506,0.8057487250811312,0.45665893282209125,0.8114285714285714,0.7843137254901962
mini,medium,True,32,0.0,3,0.3404484728610317,0.8690430065865944,0.837967401725791,0.40676689045769826,0.8485714285714285,0.8250825082508251
mini,medium,True,32,0.0,4,0.27877711660868437,0.9019759783029834,0.8761625061184533,0.4125413524891649,0.85,0.8141592920353983
mini,medium,True,32,0.0,5,0.24569793375182272,0.9147617202634638,0.892156862745098,0.3900131935945579,0.8657142857142858,0.8384879725085911
mini,medium,True,32,0.0,6,0.2000845544955288,0.9333591631150717,0.914257228315055,0.41462885707616803,0.8585714285714285,0.8260105448154658
mini,medium,True,32,0.0,7,0.18119776655379677,0.9380085238279736,0.9207135777998018,0.4273605160628046,0.86,0.8274647887323944
mini,medium,True,32,0.0,8,0.16504536491754856,0.9461449050755522,0.9310857709469509,0.4395915334458862,0.8542857142857143,0.8247422680412371
mini,medium,True,32,0.0,9,0.1564162244824696,0.9488570321580783,0.9345887016848364,0.4417332131096295,0.87,0.842832469775475
mini,medium,True,32,0.0,10,0.1552920093682675,0.9488570321580783,0.9345887016848364,0.46140750560377325,0.8585714285714285,0.82842287694974
mini,medium,True,32,0.0001,1,0.6389562010487952,0.6830685780705154,0.6364444444444444,0.6560287700380598,0.6257142857142857,0.6773399014778325
mini,medium,True,32,0.0001,2,0.43824532870542443,0.8202247191011236,0.7869605142332415,0.43999983549118044,0.8242857142857143,0.8050713153724248
mini,medium,True,32,0.0001,3,0.33367544280979256,0.8783417280123983,0.8501908396946565,0.42138423204422,0.8614285714285714,0.8318890814558059
mini,medium,True,32,0.0001,4,0.27832907476960017,0.9085625726462612,0.8852140077821011,0.4115031705583845,0.8614285714285714,0.8341880341880342
mini,medium,True,32,0.0001,5,0.23517987320285488,0.9213483146067416,0.9000492368291482,0.41066999103341784,0.85,0.8198970840480275
mini,medium,True,32,0.0001,6,0.2021838220248431,0.9287098024021697,0.9090009891196834,0.41948530043874466,0.8471428571428572,0.8151986183074267
mini,medium,True,32,0.0001,7,0.17980970163439558,0.9438202247191011,0.9276807980049875,0.4336187899112701,0.86,0.8256227758007118
mini,medium,True,32,0.0001,8,0.1741774403935761,0.9387834172801239,0.9216269841269842,0.4367504554135459,0.8628571428571429,0.8309859154929579
mini,medium,True,32,0.0001,9,0.1649160684280874,0.9422704378148005,0.9262741217219198,0.43855961778334207,0.8557142857142858,0.8231173380035026
mini,medium,True,32,0.0001,10,0.14501014639360413,0.9523440526927548,0.9384692346173086,0.46200521254645927,0.8514285714285714,0.8237288135593219
mini,strong,False,16,0.0,1,0.6993066340119097,0.6439364587369236,0.5906458797327394,0.6218040074620929,0.7071428571428572,0.6879756468797564
mini,strong,False,16,0.0,2,0.560119001637222,0.7497094149554436,0.7012025901942647,0.5299247709342412,0.7642857142857142,0.7272727272727272
mini,strong,False,16,0.0,3,0.4850534485354991,0.7989151491669896,0.7536782154722355,0.5468975412845611,0.7571428571428571,0.7557471264367817
mini,strong,False,16,0.0,4,0.44749941507405616,0.8233242929097249,0.77734375,0.4513164533887591,0.8314285714285714,0.8033333333333333
mini,strong,False,16,0.0,5,0.4020311288573122,0.8423091824874079,0.8007831620166422,0.4286071397151266,0.8385714285714285,0.8100840336134453
mini,strong,False,16,0.0,6,0.38657068919876847,0.856257264626114,0.8173313638601674,0.4625873052222388,0.8257142857142857,0.7932203389830508
mini,strong,False,16,0.0,7,0.3495718845790876,0.8733049205734211,0.8399412628487518,0.4300556084087917,0.8457142857142858,0.8098591549295775
mini,strong,False,16,0.0,8,0.34603236461507864,0.8671057729562185,0.8302820385947551,0.46029929723058427,0.8442857142857143,0.8077601410934744
mini,strong,False,16,0.0,9,0.3187905233014189,0.8868655559860519,0.8562992125984253,0.46113229687724794,0.8442857142857143,0.8077601410934744
mini,strong,False,16,0.0,10,0.2962104031763443,0.8946144905075553,0.865213082259663,0.43230971234185356,0.85,0.8148148148148149
mini,strong,False,16,0.0001,1,0.7023694790966147,0.6369624176675707,0.5826280623608017,0.5945002516678402,0.7657142857142857,0.720136518771331
mini,strong,False,16,0.0001,2,0.5704570978314135,0.750484308407594,0.7048579285059579,0.4895122160230364,0.8071428571428572,0.7753743760399334
mini,strong,False,16,0.0001,3,0.47796748412851675,0.7985277024409144,0.7567820392890552,0.5589433835233961,0.7557142857142857,0.745156482861401
mini,strong,False,16,0.0001,4,0.4400039542695895,0.8225493994575745,0.7785299806576402,0.4580143839120865,0.8,0.7839506172839507
mini,strong,False,16,0.0001,5,0.41485172065017484,0.8407593955831073,0.8007755695588948,0.432939110313143,0.8457142857142858,0.8043478260869564
mini,strong,False,16,0.0001,6,0.37838808521888184,0.8574196048043394,0.8206627680311891,0.4405547537122454,0.8357142857142857,0.8183254344391786
mini,strong,False,16,0.0001,7,0.3423583591021294,0.8698179000387447,0.8356164383561644,0.4508309834769794,0.8228571428571428,0.7980456026058633
mini,strong,False,16,0.0001,8,0.32232310273350784,0.8791166214645486,0.8467583497053045,0.4067328060950552,0.8671428571428571,0.8312159709618875
mini,strong,False,16,0.0001,9,0.30324630638463973,0.8853157690817512,0.8549019607843137,0.44120538211294585,0.8385714285714285,0.8100840336134453
mini,strong,False,16,0.0001,10,0.3029085620458345,0.8911274699728787,0.8597104343484773,0.46316495031118393,0.8571428571428571,0.8148148148148148
mini,strong,False,32,0.0,1,0.7104977748043914,0.6218519953506393,0.5635062611806797,0.6668937165396555,0.6614285714285715,0.6818791946308725
mini,strong,False,32,0.0,2,0.5710955833635881,0.74118558698179,0.697737556561086,0.5808252372060503,0.7228571428571429,0.7259887005649718
mini,strong,False,32,0.0,3,0.5133450568438223,0.7892289810151104,0.747914735866543,0.46964371272495814,0.8114285714285714,0.7667844522968198
mini,strong,False,32,0.0,4,0.44826626910437267,0.8206121658271988,0.7772967772967774,0.44782612936837335,0.8042857142857143,0.7821939586645469
mini,strong,False,32,0.0,5,0.39577838312004576,0.8419217357613328,0.8017492711370263,0.4277660199574062,0.8271428571428572,0.7959527824620575
mini,strong,False,32,0.0,6,0.357313948776176,0.8620689655172413,0.8266796494644597,0.42071506466184344,0.8328571428571429,0.7965217391304348
mini,strong,False,32,0.0,7,0.33315201525723276,0.8779542812863231,0.8449039881831609,0.43166682839393616,0.8242857142857143,0.8069073783359497
mini,strong,False,32,0.0,8,0.307908364353324,0.8876404494382022,0.8571428571428571,0.4217411354609898,0.8457142857142858,0.8091872791519434
mini,strong,False,32,0.0,9,0.3184098583097284,0.8837659821774506,0.8523622047244094,0.4051546318190438,0.85,0.8087431693989071
mini,strong,False,32,0.0,10,0.2802604748869256,0.8953893839597056,0.8659384309831182,0.4293664831774575,0.8585714285714285,0.8253968253968254
mini,strong,False,32,0.0001,1,0.6999505668913196,0.6296009298721426,0.5847089487402259,0.7025665208271572,0.6028571428571429,0.6463104325699746
mini,strong,False,32,0.0001,2,0.5633859890969583,0.7500968616815188,0.7080126754187415,0.5445602015086582,0.7671428571428571,0.7241962774957699
mini,strong,False,32,0.0001,3,0.48687724972916685,0.7993025958930647,0.7619485294117647,0.4460437226295471,0.8085714285714286,0.7803278688524591
mini,strong,False,32,0.0001,4,0.42361973600764463,0.8326230143355289,0.7917068466730954,0.4426184437956129,0.8428571428571429,0.8007246376811595
mini,strong,False,32,0.0001,5,0.4032653404940288,0.8430840759395584,0.8025353486104341,0.44863204513277327,0.8242857142857143,0.7783783783783783
mini,strong,False,32,0.0001,6,0.34904833517301825,0.8756296009298722,0.8417939871858059,0.44481852808168953,0.8342857142857143,0.7835820895522388
mini,strong,False,32,0.0001,7,0.3395152913882076,0.8713676869430453,0.8359683794466404,0.4542824523789542,0.8328571428571429,0.7829313543599258
mini,strong,False,32,0.0001,8,0.3189295619922477,0.8857032158078264,0.8546081813701331,0.434810979281153,0.8414285714285714,0.8
mini,strong,False,32,0.0001,9,0.28868367502459347,0.8930647036032545,0.8643067846607669,0.4903787501369204,0.82,0.7622641509433963
mini,strong,False,32,0.0001,10,0.2857075358825061,0.8957768306857807,0.867683226758485,0.45895481407642363,0.8428571428571429,0.8056537102473498
